-1.000000	0.000000	-0.009455	0.009455
-0.989967	0.000000	0.008119	0.008119
-0.979933	0.000000	-0.004903	0.004903
-0.969900	0.000000	-0.009786	0.009786
-0.959866	0.000000	-0.004226	0.004226
-0.949833	0.000000	0.004386	0.004386
-0.939799	0.000000	0.009784	0.009784
-0.929766	0.000000	0.009640	0.009640
-0.919732	0.000000	0.004918	0.004918
-0.909699	0.000000	-0.001773	0.001773
-0.899666	0.000000	-0.007693	0.007693
-0.889632	0.000000	-0.010914	0.010914
-0.879599	0.000000	-0.010690	0.010690
-0.869565	0.000000	-0.007373	0.007373
-0.859532	0.000000	-0.002076	0.002076
-0.849498	0.000000	0.003750	0.003750
-0.839465	0.000000	0.008714	0.008714
-0.829431	0.000000	0.011769	0.011769
-0.819398	0.000000	0.012370	0.012370
-0.809365	0.000000	0.010504	0.010504
-0.799331	0.000000	0.006619	0.006619
-0.789298	0.000000	0.001481	0.001481
-0.779264	0.000000	-0.003987	0.003987
-0.769231	0.000000	-0.008874	0.008874
-0.759197	0.000000	-0.012419	0.012419
-0.749164	0.000000	-0.014110	0.014110
-0.739130	0.000000	-0.013732	0.013732
-0.729097	0.000000	-0.011371	0.011371
-0.719064	0.000000	-0.007377	0.007377
-0.709030	0.000000	-0.002300	0.002300
-0.698997	0.000000	0.003195	0.003195
-0.688963	0.000000	0.008417	0.008417
-0.678930	0.000000	0.012730	0.012730
-0.668896	0.000000	0.015626	0.015626
-0.658863	0.000000	0.016771	0.016771
-0.648829	0.000000	0.016035	0.016035
-0.638796	0.000000	0.013492	0.013492
-0.628763	0.000000	0.009407	0.009407
-0.618729	0.000000	0.004199	0.004199
-0.608696	0.000000	-0.001607	0.001607
-0.598662	0.000000	-0.007436	0.007436
-0.588629	0.000000	-0.012715	0.012715
-0.578595	0.000000	-0.016930	0.016930
-0.568562	0.000000	-0.019670	0.019670
-0.558528	0.000000	-0.020659	0.020659
-0.548495	0.000000	-0.019778	0.019778
-0.538462	0.000000	-0.017072	0.017072
-0.528428	0.000000	-0.012744	0.012744
-0.518395	0.000000	-0.007133	0.007133
-0.508361	0.000000	-0.000684	0.000684
-0.498328	0.000000	0.006083	0.006083
-0.488294	0.000000	0.012624	0.012624
-0.478261	0.000000	0.018404	0.018404
-0.468227	0.000000	0.022943	0.022943
-0.458194	0.000000	0.025852	0.025852
-0.448161	0.000000	0.026856	0.026856
-0.438127	0.000000	0.025821	0.025821
-0.428094	0.000000	0.022758	0.022758
-0.418060	0.000000	0.017824	0.017824
-0.408027	0.000000	0.011315	0.011315
-0.397993	0.000000	0.003642	0.003642
-0.387960	0.000000	-0.004692	0.004692
-0.377926	0.000000	-0.013126	0.013126
-0.367893	0.000000	-0.021079	0.021079
-0.357860	0.000000	-0.027982	0.027982
-0.347826	0.000000	-0.033321	0.033321
-0.337793	0.000000	-0.036666	0.036666
-0.327759	0.000000	-0.037701	0.037701
-0.317726	0.000000	-0.036244	0.036244
-0.307692	0.000000	-0.032265	0.032265
-0.297659	0.000000	-0.025889	0.025889
-0.287625	0.000000	-0.017393	0.017393
-0.277592	0.000000	-0.007194	0.007194
-0.267559	0.000000	0.004167	0.004167
-0.257525	0.000000	0.016057	0.016057
-0.247492	0.000000	0.027780	0.027780
-0.237458	0.000000	0.038612	0.038612
-0.227425	0.000000	0.047843	0.047843
-0.217391	0.000000	0.054811	0.054811
-0.207358	0.000000	0.058945	0.058945
-0.197324	0.000000	0.059794	0.059794
-0.187291	0.000000	0.057058	0.057058
-0.177258	0.000000	0.050611	0.050611
-0.167224	0.000000	0.040517	0.040517
-0.157191	0.000000	0.027037	0.027037
-0.147157	0.000000	0.010625	0.010625
-0.137124	0.000000	-0.008074	0.008074
-0.127090	0.000000	-0.028250	0.028250
-0.117057	0.000000	-0.048948	0.048948
-0.107023	0.000000	-0.069101	0.069101
-0.096990	0.000000	-0.087568	0.087568
-0.086957	0.000000	-0.103172	0.103172
-0.076923	0.000000	-0.114747	0.114747
-0.066890	0.000000	-0.121180	0.121180
-0.056856	0.000000	-0.121451	0.121451
-0.046823	0.000000	-0.114678	0.114678
-0.036789	0.000000	-0.100148	0.100148
-0.026756	0.000000	-0.077350	0.077350
-0.016722	0.000000	-0.045998	0.045998
-0.006689	0.000000	-0.006043	0.006043
0.003344	1.000000	0.042312	0.957688
0.013378	1.000000	0.098619	0.901381
0.023411	1.000000	0.162194	0.837806
0.033445	1.000000	0.232131	0.767869
0.043478	1.000000	0.307329	0.692671
0.053512	1.000000	0.386523	0.613477
0.063545	1.000000	0.468323	0.531677
0.073579	1.000000	0.551253	0.448747
0.083612	1.000000	0.633796	0.366204
0.093645	1.000000	0.714440	0.285560
0.103679	1.000000	0.791721	0.208279
0.113712	1.000000	0.864270	0.135730
0.123746	1.000000	0.930852	0.069148
0.133779	1.000000	0.990399	0.009601
0.143813	1.000000	1.042046	0.042046
0.153846	1.000000	1.085149	0.085149
0.163880	1.000000	1.119302	0.119302
0.173913	1.000000	1.144351	0.144351
0.183946	1.000000	1.160386	0.160386
0.193980	1.000000	1.167742	0.167742
0.204013	1.000000	1.166976	0.166976
0.214047	1.000000	1.158852	0.158852
0.224080	1.000000	1.144309	0.144309
0.234114	1.000000	1.124429	0.124429
0.244147	1.000000	1.100398	0.100398
0.254181	1.000000	1.073470	0.073470
0.264214	1.000000	1.044919	0.044919
0.274247	1.000000	1.016005	0.016005
0.284281	1.000000	0.987930	0.012070
0.294314	1.000000	0.961800	0.038200
0.304348	1.000000	0.938593	0.061407
0.314381	1.000000	0.919132	0.080868
0.324415	1.000000	0.904059	0.095941
0.334448	1.000000	0.893821	0.106179
0.344482	1.000000	0.888662	0.111338
0.354515	1.000000	0.888616	0.111384
0.364548	1.000000	0.893518	0.106482
0.374582	1.000000	0.903013	0.096987
0.384615	1.000000	0.916572	0.083428
0.394649	1.000000	0.933521	0.066479
0.404682	1.000000	0.953065	0.046935
0.414716	1.000000	0.974325	0.025675
0.424749	1.000000	0.996367	0.003633
0.434783	1.000000	1.018245	0.018245
0.444816	1.000000	1.039031	0.039031
0.454849	1.000000	1.057855	0.057855
0.464883	1.000000	1.073937	0.073937
0.474916	1.000000	1.086612	0.086612
0.484950	1.000000	1.095362	0.095362
0.494983	1.000000	1.099827	0.099827
0.505017	1.000000	1.099827	0.099827
0.515050	1.000000	1.095362	0.095362
0.525084	1.000000	1.086612	0.086612
0.535117	1.000000	1.073937	0.073937
0.545151	1.000000	1.057855	0.057855
0.555184	1.000000	1.039031	0.039031
0.565217	1.000000	1.018245	0.018245
0.575251	1.000000	0.996367	0.003633
0.585284	1.000000	0.974325	0.025675
0.595318	1.000000	0.953065	0.046935
0.605351	1.000000	0.933521	0.066479
0.615385	1.000000	0.916572	0.083428
0.625418	1.000000	0.903013	0.096987
0.635452	1.000000	0.893518	0.106482
0.645485	1.000000	0.888616	0.111384
0.655518	1.000000	0.888662	0.111338
0.665552	1.000000	0.893821	0.106179
0.675585	1.000000	0.904059	0.095941
0.685619	1.000000	0.919132	0.080868
0.695652	1.000000	0.938593	0.061407
0.705686	1.000000	0.961800	0.038200
0.715719	1.000000	0.987930	0.012070
0.725753	1.000000	1.016005	0.016005
0.735786	1.000000	1.044919	0.044919
0.745819	1.000000	1.073470	0.073470
0.755853	1.000000	1.100398	0.100398
0.765886	1.000000	1.124429	0.124429
0.775920	1.000000	1.144309	0.144309
0.785953	1.000000	1.158852	0.158852
0.795987	1.000000	1.166976	0.166976
0.806020	1.000000	1.167742	0.167742
0.816054	1.000000	1.160386	0.160386
0.826087	1.000000	1.144351	0.144351
0.836120	1.000000	1.119302	0.119302
0.846154	1.000000	1.085149	0.085149
0.856187	1.000000	1.042046	0.042046
0.866221	1.000000	0.990399	0.009601
0.876254	1.000000	0.930852	0.069148
0.886288	1.000000	0.864270	0.135730
0.896321	1.000000	0.791721	0.208279
0.906355	1.000000	0.714440	0.285560
0.916388	1.000000	0.633796	0.366204
0.926421	1.000000	0.551253	0.448747
0.936455	1.000000	0.468323	0.531677
0.946488	1.000000	0.386523	0.613477
0.956522	1.000000	0.307329	0.692671
0.966555	1.000000	0.232131	0.767869
0.976589	1.000000	0.162194	0.837806
0.986622	1.000000	0.098619	0.901381
0.996656	1.000000	0.042312	0.957688
1.006689	0.000000	-0.006043	0.006043
1.016722	0.000000	-0.045998	0.045998
1.026756	0.000000	-0.077350	0.077350
1.036789	0.000000	-0.100148	0.100148
1.046823	0.000000	-0.114678	0.114678
1.056856	0.000000	-0.121451	0.121451
1.066890	0.000000	-0.121180	0.121180
1.076923	0.000000	-0.114747	0.114747
1.086957	0.000000	-0.103172	0.103172
1.096990	0.000000	-0.087568	0.087568
1.107023	0.000000	-0.069101	0.069101
1.117057	0.000000	-0.048948	0.048948
1.127090	0.000000	-0.028250	0.028250
1.137124	0.000000	-0.008074	0.008074
1.147157	0.000000	0.010625	0.010625
1.157191	0.000000	0.027037	0.027037
1.167224	0.000000	0.040517	0.040517
1.177258	0.000000	0.050611	0.050611
1.187291	0.000000	0.057058	0.057058
1.197324	0.000000	0.059794	0.059794
1.207358	0.000000	0.058945	0.058945
1.217391	0.000000	0.054811	0.054811
1.227425	0.000000	0.047843	0.047843
1.237458	0.000000	0.038612	0.038612
1.247492	0.000000	0.027780	0.027780
1.257525	0.000000	0.016057	0.016057
1.267559	0.000000	0.004167	0.004167
1.277592	0.000000	-0.007194	0.007194
1.287625	0.000000	-0.017393	0.017393
1.297659	0.000000	-0.025889	0.025889
1.307692	0.000000	-0.032265	0.032265
1.317726	0.000000	-0.036244	0.036244
1.327759	0.000000	-0.037701	0.037701
1.337793	0.000000	-0.036666	0.036666
1.347826	0.000000	-0.033321	0.033321
1.357860	0.000000	-0.027982	0.027982
1.367893	0.000000	-0.021079	0.021079
1.377926	0.000000	-0.013126	0.013126
1.387960	0.000000	-0.004692	0.004692
1.397993	0.000000	0.003642	0.003642
1.408027	0.000000	0.011315	0.011315
1.418060	0.000000	0.017824	0.017824
1.428094	0.000000	0.022758	0.022758
1.438127	0.000000	0.025821	0.025821
1.448161	0.000000	0.026856	0.026856
1.458194	0.000000	0.025852	0.025852
1.468227	0.000000	0.022943	0.022943
1.478261	0.000000	0.018404	0.018404
1.488294	0.000000	0.012624	0.012624
1.498328	0.000000	0.006083	0.006083
1.508361	0.000000	-0.000684	0.000684
1.518395	0.000000	-0.007133	0.007133
1.528428	0.000000	-0.012744	0.012744
1.538462	0.000000	-0.017072	0.017072
1.548495	0.000000	-0.019778	0.019778
1.558528	0.000000	-0.020659	0.020659
1.568562	0.000000	-0.019670	0.019670
1.578595	0.000000	-0.016930	0.016930
1.588629	0.000000	-0.012715	0.012715
1.598662	0.000000	-0.007436	0.007436
1.608696	0.000000	-0.001607	0.001607
1.618729	0.000000	0.004199	0.004199
1.628763	0.000000	0.009407	0.009407
1.638796	0.000000	0.013492	0.013492
1.648829	0.000000	0.016035	0.016035
1.658863	0.000000	0.016771	0.016771
1.668896	0.000000	0.015626	0.015626
1.678930	0.000000	0.012730	0.012730
1.688963	0.000000	0.008417	0.008417
1.698997	0.000000	0.003195	0.003195
1.709030	0.000000	-0.002300	0.002300
1.719064	0.000000	-0.007377	0.007377
1.729097	0.000000	-0.011371	0.011371
1.739130	0.000000	-0.013732	0.013732
1.749164	0.000000	-0.014110	0.014110
1.759197	0.000000	-0.012419	0.012419
1.769231	0.000000	-0.008874	0.008874
1.779264	0.000000	-0.003987	0.003987
1.789298	0.000000	0.001481	0.001481
1.799331	0.000000	0.006619	0.006619
1.809365	0.000000	0.010504	0.010504
1.819398	0.000000	0.012370	0.012370
1.829431	0.000000	0.011769	0.011769
1.839465	0.000000	0.008714	0.008714
1.849498	0.000000	0.003750	0.003750
1.859532	0.000000	-0.002076	0.002076
1.869565	0.000000	-0.007373	0.007373
1.879599	0.000000	-0.010690	0.010690
1.889632	0.000000	-0.010914	0.010914
1.899666	0.000000	-0.007693	0.007693
1.909699	0.000000	-0.001773	0.001773
1.919732	0.000000	0.004918	0.004918
1.929766	0.000000	0.009640	0.009640
1.939799	0.000000	0.009784	0.009784
1.949833	0.000000	0.004386	0.004386
1.959866	0.000000	-0.004226	0.004226
1.969900	0.000000	-0.009786	0.009786
1.979933	0.000000	-0.004903	0.004903
1.989967	0.000000	0.008119	0.008119
2.000000	0.000000	-0.009455	0.009455
