1.998193	0.000000
1.983765	0.000000
1.955047	0.000000
1.912316	0.000000
1.855984	0.000000
1.786593	0.000000
1.704811	0.000000
1.611427	0.000000
1.507338	0.000000
1.393549	0.000000
1.271154	0.000000
1.141333	0.000000
1.005335	0.000000
0.864470	1.000000
0.720096	1.000000
0.573602	1.000000
0.426398	1.000000
0.279904	1.000000
0.135530	1.000000
-0.005335	0.000000
-0.141333	0.000000
-0.271154	0.000000
-0.393549	0.000000
-0.507338	0.000000
-0.611427	0.000000
-0.704811	0.000000
-0.786593	0.000000
-0.855984	0.000000
-0.912316	0.000000
-0.955047	0.000000
-0.983765	0.000000
