19	6
-4	-39
-32	23
86	-107
5	-156
108	131
44	137
-86	-51
-10	-89
-61	-18
-63	26
-48	35
18	49
-61	-38
23	-26
108	-179
116	-3
77	-6
16	-147
-119	120
-25	12
37	76
-3	-50
-53	14
39	-82
6	-109
100	21
68	23
24	-53
9	-64
-77	-2
-62	-149
-21	34
94	51
120	-69
-111	120
27	92
30	83
89	82
-14	-9
-5	36
-35	120
-137	26
-37	-54
14	35
-173	-84
64	-179
1	-108
54	-121
10	-83
-22	55
68	-141
-54	-101
-14	45
-88	11
-113	78
-28	75
12	47
-87	-90
33	-12
108	-73
32	-135
-76	-103
-27	-2
-132	-53
-69	36
-19	-18
-106	101
-103	-36
-95	72
8	-49
-81	-26
-2	93
4	-41
-136	47
35	-2
52	-23
-26	-41
69	52
-10	-189
4	27
-69	72
-14	-37
34	-9
-151	-48
41	16
-14	61
-64	-11
-56	113
-133	34
81	26
151	104
148	47
-48	187
-42	45
-18	-61
40	109
100	-37
-90	11
73	-30
2	131
16	39
69	116
-61	-86
-53	-114
25	-2
-71	102
-8	-127
21	-4
37	-148
-5	-40
-30	-9
112	-65
119	-12
30	29
73	-38
47	2
11	-152
-43	-142
-27	-12
35	0
-28	-9
2	139
-47	64
-15	18
-11	-66
-46	19
27	28
-82	-109
-56	-71
-160	-73
-33	96
38	19
-54	41
42	-77
-55	86
90	-87
-45	78
-85	-50
-117	114
-100	59
-30	107
-135	-6
9	18
-33	-102
-69	-32
-38	37
-23	-60
-46	27
16	-3
-106	-75
134	105
-36	133
-17	14
-10	63
115	176
-14	35
-85	78
11	54
25	-32
47	70
-27	-22
107	-38
66	65
111	-106
102	93
-27	-152
-17	2
26	53
-27	-102
-18	-111
78	-133
-12	-29
-85	0
-24	55
-149	-116
43	-6
-35	44
4	47
74	-29
105	70
107	-18
80	93
101	30
48	33
-30	25
-39	-2
70	111
-29	16
18	79
76	143
48	-71
-88	-85
-45	68
57	-10
-23	144
79	-54
30	-29
-42	-67
-34	-77
-50	11
74	-71
-39	-52
-78	-11
-37	54
-41	-16
-167	84
-119	-34
-78	31
40	-5
41	62
-38	-43
-6	39
-78	-47
85	34
-5	-30
-20	11
-38	-69
-109	-14
67	-130
21	28
-110	-29
24	-9
48	-9
-145	10
20	-3
-20	-53
-114	33
-166	-27
47	-102
10	3
-17	-16
-45	4
32	127
-26	-3
-10	-29
-26	39
6	69
-34	53
-47	-12
8	49
90	159
39	-26
35	74
-6	35
-63	80
-111	-38
-83	-4
-10	-47
49	66
82	55
141	6
-79	-48
25	-70
37	-90
-64	-29
41	-52
59	-102
-9	64
-10	35
-55	6
33	58
44	59
144	-103
-21	28
70	47
79	58
88	93
-88	43
31	-52
-52	23
-103	-14
-169	0
34	75
-37	-10
-57	-8
-68	125
4	-109
-13	32
22	33
54	89
101	-134
9	42
75	-32
7	-32
57	-160
24	-45
-101	-86
-18	-27
-106	113
47	26
-47	-62
95	114
-22	137
-56	-29
-18	-131
57	-66
-61	18
-18	-3
14	35
34	-155
-2	-97
38	-3
-1	96
-21	-30
-74	109
-10	-85
121	-18
-54	57
66	5
-18	61
54	-5
-37	18
113	66
-181	24
-52	-11
-57	4
180	-133
-54	13
76	31
-32	29
57	-104
-25	164
36	73
79	112
-28	-7
-11	28
180	17
19	-58
-53	34
46	63
48	-111
60	-25
50	37
-146	39
57	72
-63	-62
10	-21
11	-38
95	146
10	-79
-59	-46
-10	-13
26	-91
-127	-12
66	23
-7	-60
56	-67
42	-91
47	84
-103	6
47	-12
-102	-41
150	-13
0	57
112	-127
28	-13
-23	-58
23	-22
-82	87
35	96
-173	-84
7	-6
-1	-12
98	-83
79	-54
9	22
-20	19
-15	62
-39	44
64	-15
94	-99
56	-29
95	138
15	-40
-21	148
-80	39
-10	77
-6	11
-35	-18
71	-102
-3	-106
-18	-35
-41	26
-67	-142
-104	81
118	-49
22	-37
-154	27
104	21
-40	45
-79	68
-35	0
-89	-80
61	-156
-92	-123
-62	33
23	42
-46	35
-42	35
-22	-103
3	14
78	-111
26	61
112	27
-12	9
-35	16
-21	56
13	-4
103	38
-132	113
-106	95
-3	2
-11	-76
-21	-10
-87	40
92	169
46	-17
-69	-10
143	-8
65	-14
-54	101
104	35
-7	24
100	3
40	-11
73	34
61	-10
-17	-4
-99	86
66	83
43	186
-123	44
57	32
-159	-26
-20	61
38	-97
-18	-45
-68	113
20	55
153	80
-49	26
4	3
-16	-55
-65	-2
1	-48
11	-30
12	79
27	54
-14	-83
-86	-105
-14	55
15	128
-81	-148
-34	-49
84	-19
13	-24
35	6
-106	43
25	-96
11	-48
-5	-116
40	-75
138	-29
111	-98
10	111
-51	-108
-50	-5
32	25
143	-28
-10	3
0	5
-9	-80
61	-88
-36	-65
19	76
106	79
-55	-4
-34	-53
31	-6
-5	-124
-63	-112
-77	28
24	135
70	-71
80	-7
65	58
125	-48
114	-15
66	-83
35	22
150	-7
-8	-41
-54	49
64	-25
48	27
-149	82
25	-32
87	104
21	-32
-6	39
47	-52
48	-99
-10	53
-54	-27
107	-10
53	-18
-77	46
-147	126
-33	-2
62	57
48	69
93	-140
22	29
-47	18
135	26
99	-70
190	-13
-90	5
-14	67
12	-123
-14	-25
39	164
-9	34
80	-91
-2	-23
-44	-79
69	8
68	-143
-8	-65
106	-41
50	41
5	-54
-105	80
67	36
-58	-119
-42	-79
118	107
-98	59
21	74
79	-46
-155	-6
-66	-3
-1	-10
118	27
-21	92
3	102
-133	-100
36	-45
3	-74
135	-94
-22	57
-60	-125
8	37
-77	-106
-25	46
126	-59
36	39
-13	86
-17	-14
-61	70
17	26
-27	-84
83	-14
-18	91
14	-45
48	3
62	89
-17	100
86	119
-3	6
-6	17
63	2
126	43
-78	39
106	191
114	-5
14	49
-60	1
64	179
103	-118
10	59
51	22
95	-22
-110	-133
-130	-17
58	-51
82	17
40	-25
-25	44
72	33
-43	-116
-25	-128
-23	4
-80	-51
-12	-9
12	39
-25	36
-47	42
-91	-16
108	29
-42	-31
50	31
-70	-9
169	124
-2	73
-59	4
-51	68
-67	110
7	-88
-11	-100
-84	-7
-147	-6
-32	-29
53	-34
-19	-40
115	16
-89	-130
-79	-66
5	50
4	101
65	2
32	13
-21	48
6	85
-17	-162
89	134
3	78
51	140
-25	64
68	-67
91	56
-27	16
44	43
-100	-21
57	-46
-76	5
-111	-32
-46	65
55	-10
17	-18
22	191
59	10
-36	-77
33	100
-19	86
88	-121
-34	107
-71	140
45	86
28	43
72	75
-47	32
36	-61
-17	-100
98	-33
74	-61
10	79
26	-27
95	-12
31	104
5	-76
15	-134
-149	-80
21	-40
38	-35
0	1
36	-77
35	66
-10	33
16	191
-80	-47
3	124
57	38
141	-48
-60	-23
53	-64
-48	69
-46	-39
-109	-58
42	-11
38	25
24	-25
-128	-115
-108	21
-43	-38
-103	46
34	-57
-27	-26
28	-123
55	-80
34	9
17	-24
5	-10
-71	52
4	91
-18	-21
-63	100
54	-15
0	-27
18	31
159	40
135	-22
-20	-193
49	-144
-75	-16
-75	28
176	9
-99	-112
-60	-11
44	-13
-11	86
13	84
79	-86
10	-105
43	24
-23	-94
19	72
-87	-54
46	-3
-32	1
23	-20
-43	-48
16	91
-3	-24
75	-68
3	34
-11	-52
58	33
18	145
36	129
-16	11
-123	-14
-112	-141
61	32
-134	39
-33	-14
15	44
11	40
70	51
-26	-47
-18	-53
-1	-78
6	33
45	-126
-8	61
-188	39
-55	-10
-74	-1
-8	79
-122	11
-73	-4
-64	17
-133	-8
100	121
133	-10
45	98
-19	-8
-71	56
-62	33
-15	4
-35	96
-31	20
-32	-23
-47	-18
25	30
1	-64
117	-12
68	-71
25	-58
123	-112
-114	-107
3	32
4	33
-75	-30
-22	5
-53	-46
105	182
124	-121
63	32
-80	49
4	-67
88	59
-114	-45
22	61
27	72
-59	76
31	-36
12	23
103	78
20	21
-63	-76
-9	-66
5	-8
-33	8
-18	-141
-41	-68
97	-2
38	43
-4	113
-61	118
-141	24
73	32
-2	151
-124	-7
56	-127
31	10
-82	-67
-101	26
23	6
-23	18
56	15
81	30
-42	53
19	-8
54	-17
-52	-37
-119	-94
93	-54
-94	93
52	-61
-42	109
41	-60
67	18
-21	38
-24	-91
16	-9
-106	-77
-19	14
-89	-100
13	96
71	74
1	-102
166	-1
-61	-112
-38	-25
36	-37
110	-27
5	20
5	28
44	79
31	-70
39	-34
-114	65
61	20
157	34
-56	-35
-54	63
-30	-43
30	69
15	8
15	128
-62	-127
109	-2
10	5
55	64
-50	19
-29	34
-165	-14
-34	-29
55	-42
-22	-9
52	59
-4	45
-103	44
-14	-41
103	172
-2	17
-14	-97
47	-58
-39	68
33	10
-21	-100
-6	55
40	-3
-32	-133
55	-126
-151	14
29	-78
-29	-28
-50	-23
-29	48
17	-90
5	-8
147	0
76	-35
12	59
-136	-29
-17	36
-71	4
76	-43
86	-17
25	22
141	90
-22	-71
40	-49
27	-28
37	-72
-6	-5
73	96
30	55
-44	43
-24	117
-158	1
15	78
-119	10
51	-68
-79	6
-50	17
92	39
-92	29
31	-86
-29	26
56	-27
-27	132
-5	14
18	57
-77	88
70	95
35	-8
10	-29
-12	-21
-3	106
13	-10
-59	-50
22	157
18	11
54	-39
-73	-36
-70	-177
47	80
126	93
10	149
-32	-51
50	-41
-9	-10
-35	-34
-138	19
29	-84
56	21
156	11
18	-29
85	-60
-24	81
93	136
6	-63
-20	-7
-44	-71
63	-56
-25	-32
32	9
71	152
-38	77
10	3
33	-192
95	-38
-1	54
143	-130
-41	48
58	-147
59	-16
-55	28
-23	78
161	-44
30	-97
-32	55
33	-4
-86	9
-100	-11
8	-45
-112	41
76	77
-65	-54
44	163
-88	15
-14	35
50	49
36	109
-32	91
68	57
86	41
-115	32
-18	-43
10	61
84	97
-9	-12
-19	-76
-36	13
-55	-30
-40	51
-40	-69
-112	-37
48	-23
37	66
-15	-18
-24	81
52	27
60	25
-81	66
7	152
4	-23
-81	-2
97	-110
73	-60
101	-52
62	-7
93	-218
65	-58
33	124
-69	-96
78	83
149	-18
-14	105
43	-66
-51	-50
-121	-34
5	102
-49	4
17	8
8	-69
80	-167
-125	-94
-72	-127
-21	-156
49	-34
16	3
187	58
49	-20
138	-135
-91	40
-51	-100
-1	-144
-32	-61
-54	29
-29	14
60	-27
-80	19
150	7
-28	51
-55	30
-91	12
-47	8
-40	-169
164	-43
-40	-161
-148	-51
-91	88
8	-85
-197	-64
46	141
-3	112
22	21
-88	69
-114	-73
-37	20
129	28
93	-54
-9	-72
31	-86
-64	23
127	-36
27	-22
54	-29
-113	24
4	31
21	-84
77	38
28	57
1	-62
-39	80
49	46
-10	15
86	79
66	-31
63	-40
89	-86
-26	-23
-26	93
-9	6
-68	125
145	14
-28	-131
-70	27
-113	-48
27	-36
106	-49
-92	-37
-2	-1
-30	-77
-27	42
-3	-144
113	36
-47	64
-7	112
35	-6
-31	-118
-85	-60
51	-8
-56	251
7	22
-16	-37
-25	-54
-105	-94
38	-3
-35	46
51	-60
59	-136
35	-26
9	76
-167	-38
7	52
73	-14
-7	-40
50	-111
47	-22
-100	-85
-103	120
-76	23
35	-14
55	-88
-43	12
37	-64
-83	178
79	-82
39	-26
75	-62
0	81
-69	-44
42	29
47	82
-92	63
-4	-45
6	-95
26	13
-52	-65
33	46
-4	1
6	29
15	-80
61	2
25	-20
-73	56
15	-68
39	6
-26	-47
35	-54
25	-150
119	-2
48	-13
-71	-36
-46	-25
-70	45
47	-100
6	107
4	-21
50	1
127	86
13	4
141	6
-80	55
-43	98
-121	-36
49	20
-55	88
-69	-26
19	24
92	95
-40	-5
-75	82
34	-67
-120	-139
-4	97
155	98
-34	75
-7	-44
-6	-23
42	83
-69	-30
-54	91
59	-62
-70	-105
22	15
72	-77
-4	-55
37	0
158	17
20	-63
-130	137
-31	52
-60	-49
46	79
54	-123
-153	82
-32	69
27	-38
-45	-12
-1	-44
29	46
-198	-29
56	89
105	48
155	-34
37	-54
26	-39
11	24
42	29
145	6
-22	117
96	-19
9	-84
-133	42
22	31
67	-82
-24	-1
-22	53
-74	-19
47	156
-14	73
13	28
-104	-7
19	42
-14	-17
41	24
33	46
91	-108
-44	49
-19	56
-47	-78
16	47
-67	-52
-14	-9
41	-126
-37	-102
42	-17
96	119
31	102
16	71
103	124
-22	21
22	47
-117	-36
-68	9
-6	33
104	3
138	19
146	-53
-80	-39
9	100
135	0
-67	-24
-78	23
-41	-56
51	36
5	-82
1	-22
64	21
-80	-57
32	101
-8	17
-10	3
27	-12
-36	41
61	60
29	12
43	78
-76	9
-46	-19
63	-22
-81	-10
-106	63
54	115
-137	-64
-156	81
19	-130
-79	92
32	119
139	-64
-19	26
46	-43
92	29
64	-39
74	-139
3	112
-30	-3
-4	-13
-40	-89
67	-262
118	-107
113	-192
-61	38
73	58
-127	50
-25	-120
-45	6
154	-35
-143	60
143	0
11	14
45	102
190	67
56	-47
111	28
-101	-24
16	159
-32	-13
5	-58
-99	-42
-94	17
44	47
-103	-42
0	145
69	46
97	12
-29	-88
-69	-66
74	11
25	-50
67	42
-17	-84
105	40
90	-89
-33	-36
-52	-29
-72	-15
90	-111
85	116
-131	-36
-71	42
43	-46
-55	-138
-26	171
-78	-3
-13	-110
-6	33
-2	85
-41	128
-8	-9
46	71
25	0
-2	21
-122	105
9	-76
-5	-24
28	-5
33	36
-6	73
0	-83
-1	-70
-5	84
-133	30
41	-32
22	69
7	-84
-46	69
13	56
-84	51
-42	25
-33	98
60	1
-93	142
-132	-43
111	-2
29	96
-20	-91
-34	131
36	79
1	24
45	-12
-62	165
70	7
-75	40
-63	-10
36	81
-4	23
3	-50
-82	-13
70	85
46	-73
68	-95
97	30
8	-11
60	17
32	-13
-2	43
-65	-78
15	42
-138	-99
58	-9
-100	-23
122	37
61	-40
56	23
7	14
76	11
-101	-6
-30	-27
-126	-49
243	0
26	-45
32	-25
48	5
111	-18
-27	130
82	-75
-52	-45
-29	-126
134	39
-60	181
23	0
-6	45
-9	-74
-34	-17
45	-60
40	159
-119	100
-139	-20
11	120
144	121
-17	20
9	-228
191	40
-6	-17
-48	45
8	21
-97	-138
12	23
52	-69
135	4
127	92
-141	-94
28	37
-45	-74
-64	-11
-90	-55
-99	-56
-57	-86
176	35
-51	120
18	37
-102	3
-44	87
92	-39
70	-13
-52	57
69	18
-3	52
86	-37
-66	37
-132	81
126	-59
-28	71
-88	-17
-149	64
14	-1
-71	38
49	-88
-142	51
-15	108
-95	38
-33	-22
-5	88
-52	31
45	76
-48	-109
-84	-45
54	1
79	-102
58	-25
167	-2
-43	0
-27	-86
-1	20
-63	6
36	127
-34	-15
-19	-10
-38	-83
-120	-69
14	43
8	-165
-26	-71
23	74
-87	56
-22	-7
88	33
6	73
-79	-68
-59	-32
-16	-151
13	48
70	-3
59	-68
-79	40
66	15
-9	16
10	-15
-20	-13
63	80
-55	-44
-6	59
-46	121
26	171
38	13
-13	22
-13	48
9	56
-23	14
-93	-46
-42	19
108	-35
-99	-82
-37	-42
-53	-44
-16	-131
5	16
-20	-3
60	35
39	-116
22	-23
-113	-34
-43	50
-44	-63
100	33
-58	-173
-92	71
14	-29
-89	-14
-47	-50
62	23
27	78
23	-40
86	-21
22	7
-1	36
-263	56
-59	-122
17	50
81	-50
-5	-28
-51	10
-97	136
-35	20
51	120
-11	40
-6	37
-64	-17
35	-18
19	126
-6	9
-81	-68
2	27
-39	-82
12	-79
107	50
57	-28
31	-44
3	74
10	-3
17	14
-56	-49
-34	97
-12	-33
58	15
30	-79
-41	20
-102	-3
-35	38
-4	-33
-130	-107
-10	-11
23	38
96	-19
-59	100
56	-51
18	-67
13	30
-70	-63
-50	33
80	175
-69	110
93	24
-165	16
72	-41
36	-53
-128	-51
108	-83
-81	56
-45	160
32	-35
-54	-37
-54	7
-93	-36
-138	15
55	-90
-2	53
2	-55
19	-58
22	41
29	42
30	-149
-74	141
-21	-132
-47	-44
137	-70
58	21
-4	-19
50	69
-57	118
37	-22
58	3
-47	74
5	122
26	63
-42	91
33	-104
-13	-26
-58	51
45	68
69	-92
135	24
-44	-9
-18	33
13	50
-20	31
-18	35
46	25
-38	13
48	-87
43	-2
60	79
-34	13
-20	-35
-6	-65
49	34
28	39
-8	13
-30	-9
159	-26
-75	14
46	-47
10	55
56	125
54	31
3	102
27	-152
-17	10
15	-56
-69	100
-12	-5
-80	75
121	-62
24	39
-35	-14
-82	-37
-65	54
-41	46
105	-60
-28	-51
77	110
-28	-5
-106	-13
1	50
-5	-158
16	-95
-6	-67
58	27
123	-28
46	-125
-106	-147
21	4
-314	5
25	-20
-115	78
-52	97
64	-119
-7	-84
-104	-13
67	152
-73	-4
62	-115
8	-37
-136	67
7	-12
-25	-64
64	13
-224	109
-17	62
77	-40
-91	-22
-54	-59
6	-55
58	45
-161	100
40	-29
-38	83
160	67
3	-48
-5	78
42	89
1	34
45	146
8	-21
107	94
33	-64
-33	-54
6	-131
-64	97
72	7
-15	-4
-13	-6
32	-107
88	-103
1	60
67	-52
-39	-38
-66	41
8	-13
82	109
-70	-67
92	27
68	73
73	50
-7	18
-55	0
17	-38
16	-25
-5	0
72	61
30	-49
-5	100
71	-118
33	-38
22	-79
-48	-69
-66	23
-10	49
-69	130
-1	-28
77	60
15	-46
58	27
-31	34
71	16
0	-101
104	-55
26	-39
-91	2
82	169
130	-29
-95	54
-127	74
20	93
76	-63
-230	33
72	-93
110	33
3	72
185	54
-130	-59
-11	50
-65	36
21	74
20	5
-44	-85
-15	84
80	17
52	103
126	45
-4	-29
3	50
-27	8
-30	143
-19	28
17	18
-16	57
-111	16
-55	-6
-30	11
52	29
83	-90
91	20
97	118
100	-203
21	60
116	41
56	-125
-112	-43
-10	25
-5	-4
-39	60
-12	-99
96	211
36	-51
7	122
-83	-14
-9	24
108	-93
2	-65
8	17
-61	20
-62	23
-3	-12
-60	-131
39	62
-10	87
-48	-17
-68	7
99	152
-30	-33
13	36
-117	-4
47	142
-102	-1
39	-94
3	10
-84	-27
-29	-16
-74	73
-9	30
-58	33
-36	71
-57	38
-52	63
36	21
32	23
9	118
-186	1
-25	70
14	67
71	-64
-74	-159
-116	-73
-15	64
-56	-7
1	60
-48	61
-88	-71
-7	186
-54	3
-18	-119
-8	13
-78	-53
-145	76
139	-116
-18	49
124	141
11	-72
-52	113
-45	78
53	-64
-53	62
-3	-62
-81	-56
78	-27
-80	119
50	45
19	206
38	21
38	1
8	81
57	32
91	-16
56	-77
102	-55
33	112
46	-37
-77	42
66	-229
-96	49
66	87
54	-23
-80	11
-61	114
-11	0
75	78
105	-68
3	-88
-83	-20
4	-75
-145	48
-96	61
34	145
-9	-36
76	129
-16	-43
-39	106
-72	209
-39	-162
-34	15
76	-31
134	7
19	30
-108	-13
-9	20
-21	-78
70	63
55	-10
24	-15
-55	124
-23	-10
-137	30
42	-103
33	100
-4	-79
-110	-43
42	-37
22	105
-41	58
169	-4
2	41
-101	-18
66	-65
138	105
-62	-47
95	-4
46	103
28	-89
51	234
-2	75
-97	-38
-141	108
3	-2
-31	6
19	6
-102	31
-191	120
-53	-24
-3	-70
-55	160
7	-42
-37	-18
-93	-42
1	28
-7	54
-43	64
1	-46
-25	-140
19	62
-55	26
-96	55
41	24
12	-35
-18	51
-48	5
30	-53
-100	101
-97	-32
22	-21
-82	19
-12	57
41	-16
-29	16
-45	-140
-25	-40
-5	34
116	165
-57	-12
72	23
8	53
155	72
61	74
80	93
-23	-30
28	45
-55	-48
34	29
-102	-65
6	-59
27	-38
7	-24
-22	17
-74	-41
-38	105
66	11
-77	28
-98	25
176	13
-38	-45
98	1
71	-58
150	63
42	39
80	59
101	-128
-26	69
145	-116
108	-89
21	-4
80	-111
54	-15
-9	26
-4	41
6	35
115	-84
53	-8
17	-24
-41	226
-23	24
2	143
-60	31
82	-39
76	-27
-37	-128
-78	-3
80	9
60	-59
-66	65
111	62
-8	35
13	6
-14	-27
56	-57
-30	49
-21	-94
100	-41
24	-77
-21	90
8	65
64	-89
104	127
23	26
118	-97
11	30
-17	-12
8	-49
-14	91
82	151
-31	10
-145	-10
126	-75
91	-32
16	85
-30	-47
93	38
-20	61
77	-10
9	-52
-115	-40
5	52
27	112
-127	-114
-134	23
-18	73
-9	-108
78	-7
77	-12
-62	-67
-7	158
-8	-95
-43	10
128	1
-37	-66
66	9
3	12
194	23
29	-72
17	-8
3	54
-14	-101
98	45
-13	2
-37	144
41	-34
-5	-22
24	-5
53	82
112	5
65	34
39	60
-10	-15
87	-70
46	105
81	-14
27	-48
7	164
94	-49
-3	-60
52	-37
-52	19
56	79
131	-36
185	-2
39	10
-13	-66
23	50
-30	-63
62	-39
-98	39
15	30
-26	-21
-56	-7
43	-100
-46	33
-5	30
-2	-65
32	-21
126	-77
-63	-32
45	62
142	9
33	-12
-46	-131
-4	-85
-79	-44
-153	-54
26	67
-10	-1
-65	-30
25	-104
-19	50
89	66
-64	-3
-52	117
66	-5
77	216
-33	30
-22	109
4	17
-75	34
28	-53
-14	3
68	-59
-21	-22
5	-22
-17	-62
-88	149
60	11
18	91
-42	17
37	-14
6	63
108	9
-69	34
-38	37
-19	-56
71	-10
-73	90
-86	69
13	-90
42	59
-90	-111
-85	74
-95	38
151	-60
55	2
99	60
-38	9
14	27
-23	32
-100	35
-63	76
-48	115
-112	-25
-31	-28
-40	11
-46	-63
132	11
0	11
100	35
59	160
149	-118
6	97
135	-58
4	55
-19	-108
